Ad id 196472964,Mercedes cls  5300 cc 2006 white X BROWN 170000km electric chairs  any information:01126754000
Ad id 196120976,‎سوبارو امبريزا  ‎موديل : ٢٠١٠ العربيه مغيره موتور والموتور الجديد مثبوته على الرخصه وماشى تقريبا ١١٠. ٠٠٠ ‎عداد : ٣٧٢. ٠٠٠ ‎كامله أوتوماتيك تكييف باور وسنتر لوك طقم صوت  ‎كراسى جلد وارضيه جلد  ‎زينون عالى وواطى  ‎فبريكا دواخل فيما عدا الرفرف الشمال ورا وجزء من الشنطه  ‎راشه بره بالكامل  ‎مغيره قشرة سقف بفتحة سقف اصلى مش معموله ومفيش اى قص قشره فقط  ‎شاشه اندرويد ١١ بوصه  ‎جنوط سبور ١٧  ‎٤ فرد كاوتش جداد انتاج شهر ١١/٢٠٢١  ‎بودى كيت STI WRX بالكامل  ‎( الكبوت اصلى سوبارو مع فتحه هيدروليك - عتب للبيبان - اكصدام امامى معدل - اكصدام خلفى معدل - سبويلر ) مع طبعا سبورت هيدرز ( تعديل الشكمان الى ٤ ) بصوت مش مزعج  السياره دفع رباعى  ‎مرور مصر الجديده رخصه  سنتين بدون توكيلات  العربيه مش محتاجه اى مصرف على العفشه او المكنه او الفتيس  ممكن تحتاج رش خارجى للخرابش مش اكتر  صيانة منتظمة بالفواتير بالتاكيد
Ad id 196119477,بورش بوكستر لا تحتاج اي مصاريف نهائي ٧٠ الف كيلو صيانه دوريه بالتوكيل
Ad id 194857416,هيونداي توسان للبيع ٢٠٢١ اعلى فئة بريميوم كسر زيرو عداد 13000km
Ad id 195975006,رينو لوجان ٢٠١٦  كامله اوتوماتيك  العربيه حالتها ممتازه و استخدام منزلى فقط عداد ١٤٠ الف  فابريكا بالكامل عدا جزء فى الرفرف الامامى يمين نتيجه حكات بسيطه و متاح الصور بتاعت الحكات قبل و بعد التصليح مفيش اى توكيلات مالك اول من الزيروا  مرور الشرطه  برجاء التفاوض بعد المعاينه فى السعر
Ad id 195732847,BMW 740 Li 2009 long wheelbase version رخصة سارية حتى مارس 2025
Ad id 196118592,للبيع 750 فبريكا بالكامل برا وجوه تحتاج بعض مصاريف للموتور وتحتاج دورة تكييف كامله  رخصه سارية
Ad id 196118431,للبيع سياره هيونداي سوناتا موديل ٢٠١١ اللون اسود  ٢٠٠٠سي سي  راشه حزام نظافه مريات كهرباء  مرور التجمع الخامس رخصه ساريه لشهر ٦  السياره لاتحتاج لأي مصاريف  مطلوب ٣٧٥ الف  للتواصل  ٠١٠٠٣١٦٠١٥٤
Ad id 196118266,باسات موديل ٢٠٢١ comfortline فابريكا بالكامل بره وجوه عداد ٦٢ الف كم- ٤ سلندر -صيانات توكيل -كاوتذ جديد 1400CC- رخصة سنة و نصف - ٦وسائد هوائيه - فتحت سقف بانوراما - مرايات ضم - عداد ديجيتال - جنط ١٧ - نواكل خارجية - مساج لمقعد السائق - اضاءة داخلية - شاشة تاتش ٨ بوصة - اضاءة ترحيبية- ٨ سماعات بلوتوث - اشارات بالمرايات - حساس مطر - اضاءة أمامية وخلفية - auto hold - فرامل ايد كهرباء - Abs - مانع إدارة المحرك - Abd - مثبت سرعة + تكيف اوتوماتيك - ebd-  وحدات تخزين داخلية -isofix - نظام تنبيه لسائق- اوتو كار بلاي- حساس اكواب أمامي- كاميرا خلفية -usb - زجاج عازل حراري وعازل للصوت -لون اسود فرش اسود المعاينة ٨٦ شارع فريد سميكة أمام نادي الطيران بمصر الجديدة  ******************** يوجد لدينا جميع أنظمة التقسيط بمقدم يبدأ من ٢٠٪ وأطول فترة سداد تصل الي ٧ سنوات  *************  لمزيد من التفاصيل برجاء الإتصال علي الأرقام التالية : 01099621377  01097949330 01145005671
Ad id 195906201,، للبيع سيارة جيلي اوكافانجو، هايبرد، ٧راكب، الفئة الاولي
Ad id 196117534,تقريبا زيرو فابريكا بالكامل 30 الف كيلو  وصيانة ال 30 Done
Ad id 196117049,فابريكة بالكامل ، رخصة سنتين ، مرور الجزيرة ، المعاينة في مدينتي او العاشر من رمضان   للتواصل : 01120540009
Ad id 196115933,تويوتا لاند كروزر بها اكسضام جديد وسبويلر وسمارت ستريو،العربية بحالة ممتازة
Ad id 196115685,فبريكا بالكامل معادا اكصدام امامي - صيانات منتظمه بالفواتير لا تحتاج مصاريف
Ad id 196115457,بسم الله توكلنا على الله نيسان صنى 2017 الفئه الثانية فبريكا بالكامل عداد 90 ألف كم يوجد لدينا أنظمة تقسيط متعددة للتواصل  01090551309 01009086582
Ad id 196115263,العربيه بحاله الزيرو واوبشن غير موجود فى الجديد
Ad id 196114366,جديدة بمعني الكلمة اوكتافيا موديل ٢٠٠٧ فابريقة بالكامل  معايا من الزيرو عداد ١٤٦٠٠٠كم
Ad id 196113469,فولكس توران ٢٠٠٥ كاملة فتحت سقف  . . ماتور وفتيس استيراد (الفتيس جديد وارد الامارات)العربية فابريكة داخلي وخارجي بدون اي رش نهاءي
Ad id 196112831,عربية Bydفبريكة معادا جنبين فقط راكب عليها مكنة هوندا ماشيه 15000الف كيلو تم عمل الصيانات ربنا يبارك لصاحب النصيب للتواصل على هذا الرقم01114005964
Ad id 196112346,للبيع mg rx5 موديل ٢٠٢٠ لكشيري فابريكه بالكامل داخلي وخارجي جميع الصيانات في التوكيل كاوتش جديد
Ad id 196111224,اوبل فيكترا سي ٢٠٠٨ توب لاين  أعلى فئة  ايزى ترونيك  فتحة سقف وكراسي كهربا  باور سنتر انذار تكييف  فرش الفبريكا مش محتاجه مصروف  العربية مغيره سقف ومثبوت ف المرور باقي الدواخل والماتور والفتيس ولا كلمه  رخصة سنتين مرور شبرا
Ad id 196111028,رجاء قراءة الإعلان جيدا عفوا للساده التجار الأفاضل الوحيده بمصر حرفيا هيونداي توسان ٢٠١٩ الفئة السابعة السياره فابريكا بالكامل من الداخل و الخارج من الإكسدام للإكسدام لون فضى ميتالك  جميع الكماليات و الإضافات  شنطة كهرباء  إدارة السيارة من الريموت عن بعد كراسي كهرباء ال ٢ أمامى رشاش فوانيس أمامى  تحكم طارة  زينون أصلى فابريكا  كراسي جلد أحمر سخانات كراسي أمامى  تحكم فى درجة حرارة التكييف لكل مقعد أمامى على حدة  كاوتش جديد ميشلان فرنسى أصلى جنوط اسبور ١٩ استبن لم يستخدم بطارية جديده  صيانة منتظمة فى التوكيل غبور العبور ١١٢ ألف كم تربو كاميرا ٣٦٠ درجة  ABS auto hold القيادة الرياضية sport drive  مانع انزلاق مثبت سرعه  كمبيوتر رحلات  كشف ضغط الإطارات على الشاشة النقاط العمياء فى المرايات الجانبية تعتيم فى مراية الصالون كاميرا أمامية و خلفية و حساسات ركن مرايات كهرباء و ضم كهرباء أيضا فتحة سقف بانوراما فرامل يد كهرباء  مرور مصر الجديدة  رخصة حتى شهر أكتوبر ٢٠٢٣ بإسم المالك بدون توكيلات و يتم عمل عقد مسجل المعاينة مصر الجديدة - القاهرة  تفاوض بسيط عند المعاينة  رجاء إذا كان السعر غير مناسب عدم الفصال و ربنا يوفق فى الأفضل منها مطلوب مليون و تسعين ألف ( ١٠٩٠٠٠٠ ) متاح فيديو
Ad id 196110890,ستروين c-elysse موديل٢٠٢٠ اعلي فئه   الحاله فبريكا بالكامل بره وجوه عداد  ٥٠ الف صيانات بانتظام كامله اعلي فئه  كامله بها تكيف باور سنتر زجاج كهرباء مريات كهرباء جنوط ايربجات فرامل abs كراسي جلد شاشا تاتش بلتوث aux -usb -باور -سنتر- فونيس شابوره-ايربجات -فرامل abs-ebd-جنوط اسبور- فرش جلد aux-usb-بلتوث  -حساسات خلفيه   المعانيه مصر الجديده معرض محمد فرحات
Ad id 196004186,عربية راشة خارجي كامل سقف بدون معجون بدون حوادث دواخل فابريكة حاله عامه كويسة جدا صيانة محترمه ف مواعيدها عداد 92 الف ك راكب غاز من أسبوعين جديد بالضمان كاوتش وبطارية حاله محترمه مش محتاجه اي مصاريف ع الشغل ان شاء الله صالون محترم فوق الفابريكه  كاسيت شاشة بكميرا حاجه محترمه مش شعبي العربية فيها رخصه 6 شهور ومرور الفيوم والمعاينه ف المطرية وانا ببيع بتوكيل الرخصة مش باسمى وفر وقت حضرتك لو بتدور علي حاجه معينه وشايف ان العربية دي بعيدة ع مواصفاتك او الاماكنية المادية نظرا لوقت حضراتكم العربية مبروكه ع صاحبها والمكالمه لتحديد موعد فقط
Ad id 196109560,عربية فابريكة بالكامل برة و جوة جميع الصيانات فى التوكيل بالفواتير.
Ad id 196109450,فيات تيبو موديل 2022 لون بترولى رشة جنب يمين و كبوت ورفرف امامى شمال نتيجة خرابيش و حكات بدون اى حوادث دواخل فابريكة بالكامل 26الف كيلو متر قابل للزيادة. . السعر نهائي
Ad id 196108820,‏مرسيدسE180 فئه اكسكلوسيف موديل ٢٠١٨ الحاله فبريكا بالكامل بره جوه  وعاليها بروتكشن كامل عداد٩٠  الف صيانات في الوكيل لاخر صيانه كامله بالاضافه بها طقم كوتش جديد ورخصه سنه  كل حاجه  بعا  -و ابواب شافط -حساس قدم -بصمه علي الابواب -سخنات كراسي  - جنوط١٨  - فرش جلد طبيعي نابا- شاشة عريضة-شاحن وايرليس- أبواب شفط- بلوتوث- ديكور كروم داخلي- فرامل يد كهرباء- دواسات نيكل- حساس نور- تابلوه و أبواب دركسيون جلد- دركسيون متحرك تلسكوبي كهرباء- مثبت و محدد سرعة- راديو USB و SD Card - 9 ايرباج- فوانيس مالتي بيم ليد- ليد امامي وخلفي- بديكور كرومش2 كرسي كهرباء و منفاخ مع ذاكرة تخزين- سخانات للكراسي الامامية- باركينج باكيدج  + اوتو بارك + حساس امامى وخلفي- النقطة العمياء- شيفت درايف- سقف بانوراما + فتحة سقف - ليد داخلي ب 64 لون- مرايات ضم و اشارات مرايات- زجاج خلفى وجانبى عازل للحرارة و فاميه-2 شكمان كروم- تكيف DUAL ZONE- تكييف خلفى - نظام STARTENGINE - بصمة- شنطة كهرباء مع بصمة رجل- انظمة فرامل و ABS و ESP- مساعد فرامل - مساعد الانتباه- نظام توفير الوقود اثناء الانتظار- نظام تعليق auto hold- التحكم في نظام القيادة eco - comfort - sport التحكم في نظام الباور comfort - sport- فوج لايت خلفي- وحدة رفع- عدادات رياضية ديجيتال بثلاثة اشكال- مخرج 12 فولت- عتب داخلي نيكل مضئ- مقابض خارجية نيكل- ساعة انالوج- عدد 2 مخرج شاحن سريع للمقاعد الخلفية- سماعات بروماستر- نايت باكدج- السيارة ضمان الوكيل الوكيل - سماعات رومستر المعاينه مصر الجديده
